unit_id,building_id,unit_number,floor_plan,beds,baths,sqft,floor,gross_rent,net_effective_rent,lease_term,available_date,concession,default_people,max_people,share_plan_type,rent_step_difference,space_1_name,space_2_name,space_3_name,security_deposit_amount,broker_fee_amount,amenity_fee_amount,utilities_estimate_monthly,source_url,source_last_checked,verification_status,verification_notes
95_wall-1809,95_wall,1809,Studio 1B,0,1,,,4564,,13 months,7/17/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1809,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-1811,95_wall,1811,Studio 1B,0,1,,,4274,,14 months,6/11/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1811,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-1818,95_wall,1818,Studio 1B,0,1,,,4209,,14 months,6/26/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1818,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-1821,95_wall,1821,1B1B,1,1,,,5454,,15 months,7/30/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1821,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-1906,95_wall,1906,Studio 1B,0,1,,,4203,,12 months,8/18/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1906,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-1915,95_wall,1915,Studio 1B,0,1,,,4099,,13 months,7/11/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1915,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-1921,95_wall,1921,1B1B,1,1,,,5384,,14 months,Now,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-1921,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2003,95_wall,2003,Studio 1B,0,1,,,3864,,13 months,7/22/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2003,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2006,95_wall,2006,Studio 1B,0,1,,,4063,,14 months,6/12/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2006,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2106,95_wall,2106,Studio 1B,0,1,,,4198,,13 months,7/17/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2106,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2117,95_wall,2117,Studio 1B,0,1,,,3704,,15 months,6/13/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2117,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2120,95_wall,2120,Studio 1B,0,1,,,3905,,11 months,9/2/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2120,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2208,95_wall,2208,Studio 1B,0,1,,,4324,,14 months,6/11/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2208,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2209,95_wall,2209,Studio 1B,0,1,,,4299,,13 months,7/7/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2209,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2216,95_wall,2216,Studio 1B,0,1,,,3819,,13 months,7/17/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2216,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2305,95_wall,2305,Studio 1B,0,1,,,4213,,13 months,7/9/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2305,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2308,95_wall,2308,Studio 1B,0,1,,,4339,,15 months,Now,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2308,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2309,95_wall,2309,Studio 1B,0,1,,,4314,,14 months,6/23/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2309,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2311,95_wall,2311,Studio 1B,0,1,,,4289,,14 months,6/18/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2311,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
95_wall-2319,95_wall,2319,Studio 1B,0,1,,,3729,,13 months,7/9/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/lower-manhattan/95-wall/apartments-pricing/apartment/?number=01-2319,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-775_04e,columbus_square,#775 - 04E,Studio 1B,0,1,,,5323,,13 months,7/23/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=775-04e,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-775_05f,columbus_square,#775 - 05F,Studio 1B,0,1,,,4468,,13 months,7/25/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=775-05f,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-775_06f,columbus_square,#775 - 06F,Studio 1B,0,1,,,4432,,13 months,7/11/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=775-06f,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-775_11d,columbus_square,#775 - 11D,Studio 1B,0,1,,,4092,,13 months,7/1/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=775-11d,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-775_11f,columbus_square,#775 - 11F,Studio 1B,0,1,,,4492,,13 months,6/18/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=775-11f,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-795_04e,columbus_square,#795 - 04E,1B1B,1,1,,,5496,,11 months,7/7/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=795-04e,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-795_04j,columbus_square,#795 - 04J,1B1B,1,1,,,5499,,12 months,6/12/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=795-04j,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-795_05k,columbus_square,#795 - 05K,1B1B,1,1,,,5399,,13 months,6/30/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=795-05k,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-795_08m,columbus_square,#795 - 08M,Studio 1B,0,1,,,3836,,13 months,5/29/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=795-08m,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-795_11k,columbus_square,#795 - 11K,1B1B,1,1,,,5518,,13 months,Now,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=795-11k,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-795_11m,columbus_square,#795 - 11M,Studio 1B,0,1,,,3898,,13 months,Now,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=795-11m,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_03g,columbus_square,#801 - 03G,1B1B,1,1,,,5763,,13 months,7/10/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-03g,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_04g,columbus_square,#801 - 04G,1B1B,1,1,,,5328,,13 months,Now,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-04g,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_05g,columbus_square,#801 - 05G,1B1B,1,1,,,5637,,13 months,6/26/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-05g,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_08h,columbus_square,#801 - 08H,Studio 1B,0,1,,,4782,,13 months,6/6/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-08h,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_12i,columbus_square,#801 - 12I,Studio 1B,0,1,,,4417,,13 months,6/18/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-12i,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_15h,columbus_square,#801 - 15H,Studio 1B,0,1,,,4786,,13 months,Now,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-15h,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-801_16g,columbus_square,#801 - 16G,1B1B,1,1,,,5440,,12 months,6/16/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=801-16g,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-805_04d,columbus_square,#805 - 04D,2B2B,2,2,,,7893,,13 months,8/7/2026,See official UDR pricing page; pricing may vary by lease term,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=805-04d,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_05j,columbus_square,#808 - 05J,Studio 1B,0,1,,,4078,,12 months,9/2/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-05j,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_06n,columbus_square,#808 - 06N,Studio 1B,0,1,,,3733,,13 months,Now,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-06n,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_06p,columbus_square,#808 - 06P,Studio 1B,0,1,,,4220,,13 months,7/3/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-06p,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_08c,columbus_square,#808 - 08C,1B1B,1,1,,,6635,,13 months,7/3/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-08c,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_08j,columbus_square,#808 - 08J,Studio 1B,0,1,,,4102,,13 months,7/3/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-08j,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_09j,columbus_square,#808 - 09J,Studio 1B,0,1,,,4090,,13 months,Now,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-09j,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_10e,columbus_square,#808 - 10E,1B1B,1,1,,,5479,,13 months,7/4/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-10e,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_12p,columbus_square,#808 - 12P,Studio 1B,0,1,,,4279,,13 months,6/2/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-12p,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_14j,columbus_square,#808 - 14J,Studio 1B,0,1,,,4394,,13 months,7/24/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-14j,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_16l,columbus_square,#808 - 16L,1B1B,1,1,,,5040,,13 months,9/9/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-16l,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_17d,columbus_square,#808 - 17D,1B1B,1,1,,,5516,,13 months,6/26/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-17d,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_20g,columbus_square,#808 - 20G,1B1B,1,1,,,5627,,13 months,7/3/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-20g,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_22l,columbus_square,#808 - 22L,1B1B,1,1,,,5381,,12 months,6/17/2026,See official UDR pricing page; pricing may vary by lease term,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-22l,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_23k,columbus_square,#808 - 23K,Studio 1B,0,1,,,4256,,13 months,8/25/2026,See official UDR pricing page; pricing may vary by lease term,1,1,whole_unit,,Whole studio,,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-23k,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_24m,columbus_square,#808 - 24M,2B2B,2,2,,,8209,,12 months,7/31/2026,See official UDR pricing page; pricing may vary by lease term,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-24m,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_26g,columbus_square,#808 - 26G,2B1B,2,1,,,7596,,13 months,6/12/2026,See official UDR pricing page; pricing may vary by lease term,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-26g,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
columbus_square-808_ph5_e,columbus_square,#808 - PH5-E,4B3B,4,3,,,14756,,13 months,8/19/2026,See official UDR pricing page; pricing may vary by lease term,4,5,bedroom_split,,Bedroom 1,Bedroom 2,Bedroom 3,,,,,https://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/apartments-pricing/apartment/?number=808-ph5-e,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-6e,eagle_lofts,6E,1B1B,1,1,,,4585,,12 months,05/05/2026,1 Month OP and 1 Month Free,1,2,whole_unit,,Bedroom 1,,,,,,,https://rockrose.com/listing/6e/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-8z,eagle_lofts,8Z,Studio 1B,0,1,,,3475,,12 months,05/27/2026,See official Rockrose listing,1,1,whole_unit,,Whole studio,,,,,,,https://rockrose.com/listing/8z/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-11m,eagle_lofts,11M,Studio 1B,0,1,,,3490,,12 months,07/10/2026,See official Rockrose listing,1,1,whole_unit,,Whole studio,,,,,,,https://rockrose.com/listing/11m/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-12a,eagle_lofts,12A,1B1B,1,1,,,4900,,12 months,07/10/2026,See official Rockrose listing,1,2,whole_unit,,Bedroom 1,,,,,,,https://rockrose.com/listing/12a/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-308,eagle_lofts,308,Studio 1B,0,1,,,3556,,12 months,06/07/2026,See official Rockrose listing,1,1,whole_unit,,Whole studio,,,,,,,https://rockrose.com/listing/308-2/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-4910,eagle_lofts,4910,1B1B,1,1,,,4890,,12 months,06/10/2026,See official Rockrose listing,1,2,whole_unit,,Bedroom 1,,,,,,,https://rockrose.com/listing/4910/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
eagle_lofts-ph11,eagle_lofts,PH11,Studio 1B,0,1,,,4142,,12 months,02/04/2022,See official Rockrose listing,1,1,whole_unit,,Whole studio,,,,,,,https://rockrose.com/listing/ph11-3/,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
haus25-h25_0705,haus25,H25-0705,1B1B,1,1,685,,4725,,12 months,06/20/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-0705/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_1116,haus25,H25-1116,1B1B,1,1,751,,4865,,12 months,05/11/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-1116/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_1211,haus25,H25-1211,Studio 1B,0,1,478,,3505,,12 months,07/18/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-1211/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_1614,haus25,H25-1614,2B2B,2,2,1166,,8630,,12 months,07/15/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-1614/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_1907,haus25,H25-1907,2B2B,2,2,1181,,7660,,12 months,08/05/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-1907/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_2305,haus25,H25-2305,1B1B,1,1,685,,4835,,12 months,07/14/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-2305/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_2607,haus25,H25-2607,2B2B,2,2,1181,,7730,,12 months,08/03/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-2607/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_2611,haus25,H25-2611,Studio 1B,0,1,478,,3625,,12 months,07/04/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/h25-2611/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_3111,haus25,H25-3111,2B2B,2,2,1213,,7685,,12 months,07/13/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-3111/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_3303,haus25,H25-3303,2B2B,2,2,1245,,7850,,12 months,07/29/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/h25-3303/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
haus25-h25_3817,haus25,H25-3817,1B1B,1,1,675,,4965,,12 months,07/23/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/h25-3817/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
